site_id,site_name,country,data_hub,network,source_network,processing_lineage,vegetation_type,first_year,last_year,latitude,longitude,download_link,download_mode,source,source_label,source_reason,source_priority,source_origin,flux_list,access_label,data_use_label,request_page_url,site_page_url,sites_list_url,guidelines_url,data_policy_url,known_data_record,efd_access_summary,efd_policy_year_count,efd_policy_first_year,efd_policy_last_year,efd_provenance,last_updated
SJ-Blv,Bayelva Spitsbergen,SJ,EFD,PAGE21,PAGE21,,BSV,,,78.921630859375,11.8310852050781,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=SJ-Blv,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,13,2007,2019,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
SK-Ta1,Tatra Jamy,SK,EFD,CarboEuropeIP,CarboEuropeIP,,ENF,,,49.15833333,20.26111111,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=SK-Ta1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,2,2006,2007,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
SK-Ta2,Tatra Vysne Hagy,SK,EFD,CarboEuropeIP,CarboEuropeIP,,ENF,,,49.12638889,20.10777778,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=SK-Ta2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,2,2006,2007,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
SK-Tat,Tatra Danielov Dom,SK,EFD,CarboEuropeIP,CarboEuropeIP,,ENF,,,49.1207778,20.1635,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=SK-Tat,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,3,2005,2007,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
SN-Dhr,Dahra,SN,EFD,CarboAfrica; GHG-Europe,CarboAfrica; GHG-Europe,,SAV,,,15.40278,-15.43222,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=SN-Dhr,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,12,2010,2022,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
SN-Nkr,Niakhar,SN,EFD,,,,CRO,,,14.49581,-16.45357,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=SN-Nkr,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,1,2018,2018,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UA-Pet,Petrodolinskoe,UA,EFD,,,,CRO,,,46.45614,30.33609,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UA-Pet,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,4,2008,2011,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UG-Jin,Jinja,UG,EFD,CarboAfrica,CarboAfrica,,WET,,,0.4,33.18333333,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UG-Jin,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,1,2003,2003,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-AMo,Auchencorth Moss,UK,EFD,CarboEuropeIP; CarboExtreme; ICOS,CarboEuropeIP; CarboExtreme; ICOS,,WET,,,55.792546,-3.2436918,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-AMo,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,23,2002,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-EBu,Easter Bush,UK,EFD,CarboEuropeIP; GreenGrass,CarboEuropeIP; GreenGrass,,GRA,,,55.866,-3.205777778,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-EBu,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,11,2004,2014,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-ESa,East Saltoun,UK,EFD,CarboEuropeIP; GHG-Europe,CarboEuropeIP; GHG-Europe,,CRO,,,55.9069444,-2.85861111,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-ESa,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,4,2003,2006,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-Gri,Griffin,UK,EFD,CarboEuropeIP; CarboEuroFlux; EuroFlux; IMECC,CarboEuropeIP; CarboEuroFlux; EuroFlux; IMECC,,ENF,,,56.6072222,-3.79805556,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-Gri,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,13,1997,2011,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-Ham,Hampshire,UK,EFD,CarboEuropeIP; GHG-Europe,CarboEuropeIP; GHG-Europe,,DBF,,,51.153533,-0.8583,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private; Public,Close; Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-Ham,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,15,1999,2013,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-Har,Harwood,UK,EFD,CarboEuropeIP,CarboEuropeIP,,ENF,,,55.21272222,-2.037527777,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-Har,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,5,2003,2009,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-Her,Hertfordshire,UK,EFD,CarboEuropeIP,CarboEuropeIP,,CRO,,,51.7837982177734,-0.476080000400543,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-Her,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,1,2006,2006,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-LBT,London_BT,UK,EFD,GHG-Europe; InGOS,GHG-Europe; InGOS,,URB,,,51.5215,-0.1389,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CH4-E; CO2-E; H-E; LE-E; O3-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-LBT,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,12,2011,2023,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-PL3,Pang/Lambourne forest,UK,EFD,CarboEuropeIP,CarboEuropeIP,,DBF,,,51.45,-1.266666667,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-PL3,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,5,2004,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
UK-Tad,Tadham Moor,UK,EFD,CarboEuroFlux,CarboEuroFlux,,GRA,,,51.2070999145507,-2.82863998413085,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=UK-Tad,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,2,2000,2001,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
